"","X1.1","Genus","value","Type"
"1524",NA,"Flavonifractor","NA","PC07578-MSA1001_Diff"
"1525",NA,"Fusicatenibacter","NA","PC07578-MSA1001_Diff"
"1526",NA,"Gordonibacter","NA","PC07578-MSA1001_Diff"
"1527",NA,"Gossypium arboreum","NA","PC07578-MSA1001_Diff"
"1528",NA,"Holdemania","NA","PC07578-MSA1001_Diff"
"1529",NA,"Hungatella","NA","PC07578-MSA1001_Diff"
"1530",NA,"Intestinibacter","NA","PC07578-MSA1001_Diff"
"1531",NA,"Intestinimonas","NA","PC07578-MSA1001_Diff"
"1532",NA,"Kluyvera","NA","PC07578-MSA1001_Diff"
"1533",NA,"Lachnospira","NA","PC07578-MSA1001_Diff"
"1534",NA,"Lachnospiraceae FCS020 group","NA","PC07578-MSA1001_Diff"
"1535",NA,"Lachnospiraceae ND3007 group","NA","PC07578-MSA1001_Diff"
"1536",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-MSA1001_Diff"
"1537",NA,"Lachnospiraceae UCG-001","NA","PC07578-MSA1001_Diff"
"1538",NA,"Lachnospiraceae UCG-004","NA","PC07578-MSA1001_Diff"
"1539",NA,"Lachnospiraceae UCG-008","NA","PC07578-MSA1001_Diff"
"1540",NA,"Lactonifactor","NA","PC07578-MSA1001_Diff"
"1541",NA,"Marvinbryantia","NA","PC07578-MSA1001_Diff"
"1542",NA,"Odoribacter","NA","PC07578-MSA1001_Diff"
"1543",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-MSA1001_Diff"
"1544",NA,"Other","NA","PC07578-MSA1001_Diff"
"1545",NA,"Oxalobacter","NA","PC07578-MSA1001_Diff"
"1546",NA,"Parasutterella","NA","PC07578-MSA1001_Diff"
"1547",NA,"Phascolarctobacterium","NA","PC07578-MSA1001_Diff"
"1548",NA,"Porphyromonas","NA","PC07578-MSA1001_Diff"
"1549",NA,"Raoultella","NA","PC07578-MSA1001_Diff"
"1550",NA,"Roseburia","NA","PC07578-MSA1001_Diff"
"1551",NA,"Ruminiclostridium","NA","PC07578-MSA1001_Diff"
"1552",NA,"Ruminiclostridium 5","NA","PC07578-MSA1001_Diff"
"1553",NA,"Ruminiclostridium 9","NA","PC07578-MSA1001_Diff"
"1554",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-MSA1001_Diff"
"1555",NA,"Ruminococcaceae UCG-002","NA","PC07578-MSA1001_Diff"
"1556",NA,"Ruminococcaceae UCG-003","NA","PC07578-MSA1001_Diff"
"1557",NA,"Ruminococcaceae UCG-004","NA","PC07578-MSA1001_Diff"
"1558",NA,"Ruminococcaceae UCG-005","NA","PC07578-MSA1001_Diff"
"1559",NA,"Ruminococcaceae UCG-013","NA","PC07578-MSA1001_Diff"
"1560",NA,"Ruminococcaceae UCG-014","NA","PC07578-MSA1001_Diff"
"1561",NA,"Ruminococcus 1","NA","PC07578-MSA1001_Diff"
"1562",NA,"Ruminococcus 2","NA","PC07578-MSA1001_Diff"
"1563",NA,"Sellimonas","NA","PC07578-MSA1001_Diff"
"1564",NA,"Serratia","NA","PC07578-MSA1001_Diff"
"1565",NA,"Succiniclasticum","NA","PC07578-MSA1001_Diff"
"1566",NA,"Tyzzerella","NA","PC07578-MSA1001_Diff"
"1567",NA,"Tyzzerella 3","NA","PC07578-MSA1001_Diff"
"1568",NA,"Acinetobacter","NA","PC07578-MSA1002_Diff"
"1569",NA,"Actinomyces","NA","PC07578-MSA1002_Diff"
"1570",NA,"Alistipes","NA","PC07578-MSA1002_Diff"
"1571",NA,"Anaerostipes","NA","PC07578-MSA1002_Diff"
"1572",NA,"Bacillus","-99.9136548395383","PC07578-MSA1002_Diff"
"1573",NA,"Bacteroides","NA","PC07578-MSA1002_Diff"
"1574",NA,"Bifidobacterium","NA","PC07578-MSA1002_Diff"
"1575",NA,"Bilophila","NA","PC07578-MSA1002_Diff"
"1576",NA,"Clostridium","NA","PC07578-MSA1002_Diff"
"1577",NA,"Lachnoclostridium","NA","PC07578-MSA1002_Diff"
"1578",NA,"Collinsella","NA","PC07578-MSA1002_Diff"
"1579",NA,"Coprobacillus","NA","PC07578-MSA1002_Diff"
"1580",NA,"Cryptococcus",NA,"PC07578-MSA1002_Diff"
"1581",NA,"Deinococcus","NA","PC07578-MSA1002_Diff"
"1582",NA,"Enterococcus","-79.9417920006435","PC07578-MSA1002_Diff"
"1583",NA,"Escherichia-Shigella","-68.6924357843226","PC07578-MSA1002_Diff"
"1584",NA,"Fusobacterium","NA","PC07578-MSA1002_Diff"
"1585",NA,"Helicobacter","NA","PC07578-MSA1002_Diff"
"1586",NA,"Lactobacillus","-68.6081375996477","PC07578-MSA1002_Diff"
"1587",NA,"Listeria","-99.9585543229784","PC07578-MSA1002_Diff"
"1588",NA,"Neisseria","NA","PC07578-MSA1002_Diff"
"1589",NA,"Paenibacillus","NA","PC07578-MSA1002_Diff"
"1590",NA,"Parabacteroides","NA","PC07578-MSA1002_Diff"
"1591",NA,"Pediococcus","NA","PC07578-MSA1002_Diff"
"1592",NA,"Porphyromonadaceae","NA","PC07578-MSA1002_Diff"
"1593",NA,"Propionibacterium","NA","PC07578-MSA1002_Diff"
"1594",NA,"Pseudomonas","-91.6830343373474","PC07578-MSA1002_Diff"
"1595",NA,"Pyramidobacter","NA","PC07578-MSA1002_Diff"
"1596",NA,"Ralstonia","NA","PC07578-MSA1002_Diff"
"1597",NA,"Rhodobacter","NA","PC07578-MSA1002_Diff"
"1598",NA,"Saccharomyces",NA,"PC07578-MSA1002_Diff"
"1599",NA,"Salmonella",NA,"PC07578-MSA1002_Diff"
"1600",NA,"Staphylococcus","-16.5158532205334","PC07578-MSA1002_Diff"
"1601",NA,"Streptococcus","NA","PC07578-MSA1002_Diff"
"1602",NA,"Subdoligranulum","NA","PC07578-MSA1002_Diff"
"1603",NA,"[Clostridium] innocuum group","NA","PC07578-MSA1002_Diff"
"1604",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-MSA1002_Diff"
"1605",NA,"[Eubacterium] eligens group","NA","PC07578-MSA1002_Diff"
"1606",NA,"[Eubacterium] hallii group","NA","PC07578-MSA1002_Diff"
"1607",NA,"[Eubacterium] rectale group","NA","PC07578-MSA1002_Diff"
"1608",NA,"[Eubacterium] ventriosum group","NA","PC07578-MSA1002_Diff"
"1609",NA,"[Eubacterium] xylanophilum group","NA","PC07578-MSA1002_Diff"
"1610",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-MSA1002_Diff"
"1611",NA,"[Ruminococcus] torques group","NA","PC07578-MSA1002_Diff"
"1612",NA,"Adlercreutzia","NA","PC07578-MSA1002_Diff"
"1613",NA,"Akkermansia","NA","PC07578-MSA1002_Diff"
"1614",NA,"Ambiguous_taxa","NA","PC07578-MSA1002_Diff"
"1615",NA,"Anaerofilum","NA","PC07578-MSA1002_Diff"
"1616",NA,"Anaerotruncus","NA","PC07578-MSA1002_Diff"
"1617",NA,"Blautia","NA","PC07578-MSA1002_Diff"
"1618",NA,"Butyricicoccus","NA","PC07578-MSA1002_Diff"
"1619",NA,"Candidatus Stoquefichus","NA","PC07578-MSA1002_Diff"
"1620",NA,"Carnobacterium","NA","PC07578-MSA1002_Diff"
"1621",NA,"Christensenellaceae R-7 group","NA","PC07578-MSA1002_Diff"
"1622",NA,"Clostridium sensu stricto 1","NA","PC07578-MSA1002_Diff"
"1623",NA,"Coprococcus 1","NA","PC07578-MSA1002_Diff"
"1624",NA,"Coprococcus 2","NA","PC07578-MSA1002_Diff"
"1625",NA,"Coprococcus 3","NA","PC07578-MSA1002_Diff"
"1626",NA,"Defluviitaleaceae UCG-011","NA","PC07578-MSA1002_Diff"
"1627",NA,"Dialister","NA","PC07578-MSA1002_Diff"
"1628",NA,"Dorea","NA","PC07578-MSA1002_Diff"
"1629",NA,"Eisenbergiella","NA","PC07578-MSA1002_Diff"
"1630",NA,"Enterobacter","NA","PC07578-MSA1002_Diff"
"1631",NA,"Erwinia","NA","PC07578-MSA1002_Diff"
"1632",NA,"Erysipelatoclostridium","NA","PC07578-MSA1002_Diff"
"1633",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-MSA1002_Diff"
"1634",NA,"Faecalibacterium","NA","PC07578-MSA1002_Diff"
"1635",NA,"Family XIII AD3011 group","NA","PC07578-MSA1002_Diff"
"1636",NA,"Flavonifractor","NA","PC07578-MSA1002_Diff"
"1637",NA,"Fusicatenibacter","NA","PC07578-MSA1002_Diff"
"1638",NA,"Gordonibacter","NA","PC07578-MSA1002_Diff"
"1639",NA,"Gossypium arboreum","NA","PC07578-MSA1002_Diff"
"1640",NA,"Holdemania","NA","PC07578-MSA1002_Diff"
"1641",NA,"Hungatella","NA","PC07578-MSA1002_Diff"
"1642",NA,"Intestinibacter","NA","PC07578-MSA1002_Diff"
"1643",NA,"Intestinimonas","NA","PC07578-MSA1002_Diff"
"1644",NA,"Kluyvera","NA","PC07578-MSA1002_Diff"
"1645",NA,"Lachnospira","NA","PC07578-MSA1002_Diff"
"1646",NA,"Lachnospiraceae FCS020 group","NA","PC07578-MSA1002_Diff"
"1647",NA,"Lachnospiraceae ND3007 group","NA","PC07578-MSA1002_Diff"
"1648",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-MSA1002_Diff"
"1649",NA,"Lachnospiraceae UCG-001","NA","PC07578-MSA1002_Diff"
"1650",NA,"Lachnospiraceae UCG-004","NA","PC07578-MSA1002_Diff"
"1651",NA,"Lachnospiraceae UCG-008","NA","PC07578-MSA1002_Diff"
"1652",NA,"Lactonifactor","NA","PC07578-MSA1002_Diff"
"1653",NA,"Marvinbryantia","NA","PC07578-MSA1002_Diff"
"1654",NA,"Odoribacter","NA","PC07578-MSA1002_Diff"
"1655",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-MSA1002_Diff"
"1656",NA,"Other","NA","PC07578-MSA1002_Diff"
"1657",NA,"Oxalobacter","NA","PC07578-MSA1002_Diff"
"1658",NA,"Parasutterella","NA","PC07578-MSA1002_Diff"
"1659",NA,"Phascolarctobacterium","NA","PC07578-MSA1002_Diff"
"1660",NA,"Porphyromonas","NA","PC07578-MSA1002_Diff"
"1661",NA,"Raoultella","NA","PC07578-MSA1002_Diff"
"1662",NA,"Roseburia","NA","PC07578-MSA1002_Diff"
"1663",NA,"Ruminiclostridium","NA","PC07578-MSA1002_Diff"
"1664",NA,"Ruminiclostridium 5","NA","PC07578-MSA1002_Diff"
"1665",NA,"Ruminiclostridium 9","NA","PC07578-MSA1002_Diff"
"1666",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-MSA1002_Diff"
"1667",NA,"Ruminococcaceae UCG-002","NA","PC07578-MSA1002_Diff"
"1668",NA,"Ruminococcaceae UCG-003","NA","PC07578-MSA1002_Diff"
"1669",NA,"Ruminococcaceae UCG-004","NA","PC07578-MSA1002_Diff"
"1670",NA,"Ruminococcaceae UCG-005","NA","PC07578-MSA1002_Diff"
"1671",NA,"Ruminococcaceae UCG-013","NA","PC07578-MSA1002_Diff"
"1672",NA,"Ruminococcaceae UCG-014","NA","PC07578-MSA1002_Diff"
"1673",NA,"Ruminococcus 1","NA","PC07578-MSA1002_Diff"
"1674",NA,"Ruminococcus 2","NA","PC07578-MSA1002_Diff"
"1675",NA,"Sellimonas","NA","PC07578-MSA1002_Diff"
"1676",NA,"Serratia","NA","PC07578-MSA1002_Diff"
"1677",NA,"Succiniclasticum","NA","PC07578-MSA1002_Diff"
"1678",NA,"Tyzzerella","NA","PC07578-MSA1002_Diff"
"1679",NA,"Tyzzerella 3","NA","PC07578-MSA1002_Diff"
"1680",NA,"Acinetobacter","NA","PC07578-MSA1003_Diff"
"1681",NA,"Actinomyces","NA","PC07578-MSA1003_Diff"
"1682",NA,"Alistipes","NA","PC07578-MSA1003_Diff"
"1683",NA,"Anaerostipes","NA","PC07578-MSA1003_Diff"
"1684",NA,"Bacillus","-99.905205301618","PC07578-MSA1003_Diff"
"1685",NA,"Bacteroides","NA","PC07578-MSA1003_Diff"
"1686",NA,"Bifidobacterium","NA","PC07578-MSA1003_Diff"
"1687",NA,"Bilophila","NA","PC07578-MSA1003_Diff"
"1688",NA,"Clostridium","NA","PC07578-MSA1003_Diff"
"1689",NA,"Lachnoclostridium","NA","PC07578-MSA1003_Diff"
"1690",NA,"Collinsella","NA","PC07578-MSA1003_Diff"
"1691",NA,"Coprobacillus","NA","PC07578-MSA1003_Diff"
"1692",NA,"Cryptococcus",NA,"PC07578-MSA1003_Diff"
"1693",NA,"Deinococcus","NA","PC07578-MSA1003_Diff"
"1694",NA,"Enterococcus","-99.7341284429037","PC07578-MSA1003_Diff"
"1695",NA,"Escherichia-Shigella","9.21820205820279","PC07578-MSA1003_Diff"
"1696",NA,"Fusobacterium","NA","PC07578-MSA1003_Diff"
"1697",NA,"Helicobacter","NA","PC07578-MSA1003_Diff"
"1698",NA,"Lactobacillus","21.5180722350569","PC07578-MSA1003_Diff"
"1699",NA,"Listeria","-99.940728367538","PC07578-MSA1003_Diff"
"1700",NA,"Neisseria","NA","PC07578-MSA1003_Diff"
"1701",NA,"Paenibacillus","NA","PC07578-MSA1003_Diff"
"1702",NA,"Parabacteroides","NA","PC07578-MSA1003_Diff"
"1703",NA,"Pediococcus","NA","PC07578-MSA1003_Diff"
"1704",NA,"Porphyromonadaceae","NA","PC07578-MSA1003_Diff"
"1705",NA,"Propionibacterium","NA","PC07578-MSA1003_Diff"
"1706",NA,"Pseudomonas","-97.856914115527","PC07578-MSA1003_Diff"
"1707",NA,"Pyramidobacter","NA","PC07578-MSA1003_Diff"
"1708",NA,"Ralstonia","NA","PC07578-MSA1003_Diff"
"1709",NA,"Rhodobacter","NA","PC07578-MSA1003_Diff"
"1710",NA,"Saccharomyces",NA,"PC07578-MSA1003_Diff"
"1711",NA,"Salmonella",NA,"PC07578-MSA1003_Diff"
"1712",NA,"Staphylococcus","54.4222906931621","PC07578-MSA1003_Diff"
"1713",NA,"Streptococcus","NA","PC07578-MSA1003_Diff"
"1714",NA,"Subdoligranulum","NA","PC07578-MSA1003_Diff"
"1715",NA,"[Clostridium] innocuum group","NA","PC07578-MSA1003_Diff"
"1716",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-MSA1003_Diff"
"1717",NA,"[Eubacterium] eligens group","NA","PC07578-MSA1003_Diff"
"1718",NA,"[Eubacterium] hallii group","NA","PC07578-MSA1003_Diff"
"1719",NA,"[Eubacterium] rectale group","NA","PC07578-MSA1003_Diff"
"1720",NA,"[Eubacterium] ventriosum group","NA","PC07578-MSA1003_Diff"
"1721",NA,"[Eubacterium] xylanophilum group","NA","PC07578-MSA1003_Diff"
"1722",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-MSA1003_Diff"
"1723",NA,"[Ruminococcus] torques group","NA","PC07578-MSA1003_Diff"
"1724",NA,"Adlercreutzia","NA","PC07578-MSA1003_Diff"
"1725",NA,"Akkermansia","NA","PC07578-MSA1003_Diff"
"1726",NA,"Ambiguous_taxa","NA","PC07578-MSA1003_Diff"
"1727",NA,"Anaerofilum","NA","PC07578-MSA1003_Diff"
"1728",NA,"Anaerotruncus","NA","PC07578-MSA1003_Diff"
"1729",NA,"Blautia","NA","PC07578-MSA1003_Diff"
"1730",NA,"Butyricicoccus","NA","PC07578-MSA1003_Diff"
"1731",NA,"Candidatus Stoquefichus","NA","PC07578-MSA1003_Diff"
"1732",NA,"Carnobacterium","NA","PC07578-MSA1003_Diff"
"1733",NA,"Christensenellaceae R-7 group","NA","PC07578-MSA1003_Diff"
"1734",NA,"Clostridium sensu stricto 1","NA","PC07578-MSA1003_Diff"
"1735",NA,"Coprococcus 1","NA","PC07578-MSA1003_Diff"
"1736",NA,"Coprococcus 2","NA","PC07578-MSA1003_Diff"
"1737",NA,"Coprococcus 3","NA","PC07578-MSA1003_Diff"
"1738",NA,"Defluviitaleaceae UCG-011","NA","PC07578-MSA1003_Diff"
"1739",NA,"Dialister","NA","PC07578-MSA1003_Diff"
"1740",NA,"Dorea","NA","PC07578-MSA1003_Diff"
"1741",NA,"Eisenbergiella","NA","PC07578-MSA1003_Diff"
"1742",NA,"Enterobacter","NA","PC07578-MSA1003_Diff"
"1743",NA,"Erwinia","NA","PC07578-MSA1003_Diff"
"1744",NA,"Erysipelatoclostridium","NA","PC07578-MSA1003_Diff"
"1745",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-MSA1003_Diff"
"1746",NA,"Faecalibacterium","NA","PC07578-MSA1003_Diff"
"1747",NA,"Family XIII AD3011 group","NA","PC07578-MSA1003_Diff"
"1748",NA,"Flavonifractor","NA","PC07578-MSA1003_Diff"
"1749",NA,"Fusicatenibacter","NA","PC07578-MSA1003_Diff"
"1750",NA,"Gordonibacter","NA","PC07578-MSA1003_Diff"
"1751",NA,"Gossypium arboreum","NA","PC07578-MSA1003_Diff"
"1752",NA,"Holdemania","NA","PC07578-MSA1003_Diff"
"1753",NA,"Hungatella","NA","PC07578-MSA1003_Diff"
"1754",NA,"Intestinibacter","NA","PC07578-MSA1003_Diff"
"1755",NA,"Intestinimonas","NA","PC07578-MSA1003_Diff"
"1756",NA,"Kluyvera","NA","PC07578-MSA1003_Diff"
"1757",NA,"Lachnospira","NA","PC07578-MSA1003_Diff"
"1758",NA,"Lachnospiraceae FCS020 group","NA","PC07578-MSA1003_Diff"
"1759",NA,"Lachnospiraceae ND3007 group","NA","PC07578-MSA1003_Diff"
"1760",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-MSA1003_Diff"
"1761",NA,"Lachnospiraceae UCG-001","NA","PC07578-MSA1003_Diff"
"1762",NA,"Lachnospiraceae UCG-004","NA","PC07578-MSA1003_Diff"
"1763",NA,"Lachnospiraceae UCG-008","NA","PC07578-MSA1003_Diff"
"1764",NA,"Lactonifactor","NA","PC07578-MSA1003_Diff"
"1765",NA,"Marvinbryantia","NA","PC07578-MSA1003_Diff"
"1766",NA,"Odoribacter","NA","PC07578-MSA1003_Diff"
"1767",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-MSA1003_Diff"
"1768",NA,"Other","NA","PC07578-MSA1003_Diff"
"1769",NA,"Oxalobacter","NA","PC07578-MSA1003_Diff"
"1770",NA,"Parasutterella","NA","PC07578-MSA1003_Diff"
"1771",NA,"Phascolarctobacterium","NA","PC07578-MSA1003_Diff"
"1772",NA,"Porphyromonas","NA","PC07578-MSA1003_Diff"
"1773",NA,"Raoultella","NA","PC07578-MSA1003_Diff"
"1774",NA,"Roseburia","NA","PC07578-MSA1003_Diff"
"1775",NA,"Ruminiclostridium","NA","PC07578-MSA1003_Diff"
"1776",NA,"Ruminiclostridium 5","NA","PC07578-MSA1003_Diff"
"1777",NA,"Ruminiclostridium 9","NA","PC07578-MSA1003_Diff"
"1778",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-MSA1003_Diff"
"1779",NA,"Ruminococcaceae UCG-002","NA","PC07578-MSA1003_Diff"
"1780",NA,"Ruminococcaceae UCG-003","NA","PC07578-MSA1003_Diff"
"1781",NA,"Ruminococcaceae UCG-004","NA","PC07578-MSA1003_Diff"
"1782",NA,"Ruminococcaceae UCG-005","NA","PC07578-MSA1003_Diff"
"1783",NA,"Ruminococcaceae UCG-013","NA","PC07578-MSA1003_Diff"
"1784",NA,"Ruminococcaceae UCG-014","NA","PC07578-MSA1003_Diff"
"1785",NA,"Ruminococcus 1","NA","PC07578-MSA1003_Diff"
"1786",NA,"Ruminococcus 2","NA","PC07578-MSA1003_Diff"
"1787",NA,"Sellimonas","NA","PC07578-MSA1003_Diff"
"1788",NA,"Serratia","NA","PC07578-MSA1003_Diff"
"1789",NA,"Succiniclasticum","NA","PC07578-MSA1003_Diff"
"1790",NA,"Tyzzerella","NA","PC07578-MSA1003_Diff"
"1791",NA,"Tyzzerella 3","NA","PC07578-MSA1003_Diff"
"1792",NA,"Acinetobacter","NA","PC07578-Seq.200_Diff"
"1793",NA,"Actinomyces","NA","PC07578-Seq.200_Diff"
"1794",NA,"Alistipes","NA","PC07578-Seq.200_Diff"
"1795",NA,"Anaerostipes","NA","PC07578-Seq.200_Diff"
"1796",NA,"Bacillus","48.6901625700552","PC07578-Seq.200_Diff"
"1797",NA,"Bacteroides","NA","PC07578-Seq.200_Diff"
"1798",NA,"Bifidobacterium","NA","PC07578-Seq.200_Diff"
"1799",NA,"Bilophila","NA","PC07578-Seq.200_Diff"
"1800",NA,"Clostridium","NA","PC07578-Seq.200_Diff"
"1801",NA,"Lachnoclostridium","NA","PC07578-Seq.200_Diff"
"1802",NA,"Collinsella","NA","PC07578-Seq.200_Diff"
"1803",NA,"Coprobacillus","NA","PC07578-Seq.200_Diff"
"1804",NA,"Cryptococcus",NA,"PC07578-Seq.200_Diff"
"1805",NA,"Deinococcus","NA","PC07578-Seq.200_Diff"
"1806",NA,"Enterococcus","-26.6794514027058","PC07578-Seq.200_Diff"
"1807",NA,"Escherichia-Shigella","-45.8733275097509","PC07578-Seq.200_Diff"
"1808",NA,"Fusobacterium","NA","PC07578-Seq.200_Diff"
"1809",NA,"Helicobacter","NA","PC07578-Seq.200_Diff"
"1810",NA,"Lactobacillus","-32.9435100231806","PC07578-Seq.200_Diff"
"1811",NA,"Listeria","21.6875102319722","PC07578-Seq.200_Diff"
"1812",NA,"Neisseria","NA","PC07578-Seq.200_Diff"
"1813",NA,"Paenibacillus","NA","PC07578-Seq.200_Diff"
"1814",NA,"Parabacteroides","NA","PC07578-Seq.200_Diff"
"1815",NA,"Pediococcus","NA","PC07578-Seq.200_Diff"
"1816",NA,"Porphyromonadaceae","NA","PC07578-Seq.200_Diff"
"1817",NA,"Propionibacterium","NA","PC07578-Seq.200_Diff"
"1818",NA,"Pseudomonas","-52.6924785805814","PC07578-Seq.200_Diff"
"1819",NA,"Pyramidobacter","NA","PC07578-Seq.200_Diff"
"1820",NA,"Ralstonia","NA","PC07578-Seq.200_Diff"
"1821",NA,"Rhodobacter","NA","PC07578-Seq.200_Diff"
"1822",NA,"Saccharomyces",NA,"PC07578-Seq.200_Diff"
"1823",NA,"Salmonella",NA,"PC07578-Seq.200_Diff"
"1824",NA,"Staphylococcus","79.3873464656646","PC07578-Seq.200_Diff"
"1825",NA,"Streptococcus","NA","PC07578-Seq.200_Diff"
"1826",NA,"Subdoligranulum","NA","PC07578-Seq.200_Diff"
"1827",NA,"[Clostridium] innocuum group","NA","PC07578-Seq.200_Diff"
"1828",NA,"[Eubacterium] coprostanoligenes group","NA","PC07578-Seq.200_Diff"
"1829",NA,"[Eubacterium] eligens group","NA","PC07578-Seq.200_Diff"
"1830",NA,"[Eubacterium] hallii group","NA","PC07578-Seq.200_Diff"
"1831",NA,"[Eubacterium] rectale group","NA","PC07578-Seq.200_Diff"
"1832",NA,"[Eubacterium] ventriosum group","NA","PC07578-Seq.200_Diff"
"1833",NA,"[Eubacterium] xylanophilum group","NA","PC07578-Seq.200_Diff"
"1834",NA,"[Ruminococcus] gauvreauii group","NA","PC07578-Seq.200_Diff"
"1835",NA,"[Ruminococcus] torques group","NA","PC07578-Seq.200_Diff"
"1836",NA,"Adlercreutzia","NA","PC07578-Seq.200_Diff"
"1837",NA,"Akkermansia","NA","PC07578-Seq.200_Diff"
"1838",NA,"Ambiguous_taxa","NA","PC07578-Seq.200_Diff"
"1839",NA,"Anaerofilum","NA","PC07578-Seq.200_Diff"
"1840",NA,"Anaerotruncus","NA","PC07578-Seq.200_Diff"
"1841",NA,"Blautia","NA","PC07578-Seq.200_Diff"
"1842",NA,"Butyricicoccus","NA","PC07578-Seq.200_Diff"
"1843",NA,"Candidatus Stoquefichus","NA","PC07578-Seq.200_Diff"
"1844",NA,"Carnobacterium","NA","PC07578-Seq.200_Diff"
"1845",NA,"Christensenellaceae R-7 group","NA","PC07578-Seq.200_Diff"
"1846",NA,"Clostridium sensu stricto 1","NA","PC07578-Seq.200_Diff"
"1847",NA,"Coprococcus 1","NA","PC07578-Seq.200_Diff"
"1848",NA,"Coprococcus 2","NA","PC07578-Seq.200_Diff"
"1849",NA,"Coprococcus 3","NA","PC07578-Seq.200_Diff"
"1850",NA,"Defluviitaleaceae UCG-011","NA","PC07578-Seq.200_Diff"
"1851",NA,"Dialister","NA","PC07578-Seq.200_Diff"
"1852",NA,"Dorea","NA","PC07578-Seq.200_Diff"
"1853",NA,"Eisenbergiella","NA","PC07578-Seq.200_Diff"
"1854",NA,"Enterobacter","NA","PC07578-Seq.200_Diff"
"1855",NA,"Erwinia","NA","PC07578-Seq.200_Diff"
"1856",NA,"Erysipelatoclostridium","NA","PC07578-Seq.200_Diff"
"1857",NA,"Erysipelotrichaceae UCG-003","NA","PC07578-Seq.200_Diff"
"1858",NA,"Faecalibacterium","NA","PC07578-Seq.200_Diff"
"1859",NA,"Family XIII AD3011 group","NA","PC07578-Seq.200_Diff"
"1860",NA,"Flavonifractor","NA","PC07578-Seq.200_Diff"
"1861",NA,"Fusicatenibacter","NA","PC07578-Seq.200_Diff"
"1862",NA,"Gordonibacter","NA","PC07578-Seq.200_Diff"
"1863",NA,"Gossypium arboreum","NA","PC07578-Seq.200_Diff"
"1864",NA,"Holdemania","NA","PC07578-Seq.200_Diff"
"1865",NA,"Hungatella","NA","PC07578-Seq.200_Diff"
"1866",NA,"Intestinibacter","NA","PC07578-Seq.200_Diff"
"1867",NA,"Intestinimonas","NA","PC07578-Seq.200_Diff"
"1868",NA,"Kluyvera","NA","PC07578-Seq.200_Diff"
"1869",NA,"Lachnospira","NA","PC07578-Seq.200_Diff"
"1870",NA,"Lachnospiraceae FCS020 group","NA","PC07578-Seq.200_Diff"
"1871",NA,"Lachnospiraceae ND3007 group","NA","PC07578-Seq.200_Diff"
"1872",NA,"Lachnospiraceae NK4A136 group","NA","PC07578-Seq.200_Diff"
"1873",NA,"Lachnospiraceae UCG-001","NA","PC07578-Seq.200_Diff"
"1874",NA,"Lachnospiraceae UCG-004","NA","PC07578-Seq.200_Diff"
"1875",NA,"Lachnospiraceae UCG-008","NA","PC07578-Seq.200_Diff"
"1876",NA,"Lactonifactor","NA","PC07578-Seq.200_Diff"
"1877",NA,"Marvinbryantia","NA","PC07578-Seq.200_Diff"
"1878",NA,"Odoribacter","NA","PC07578-Seq.200_Diff"
"1879",NA,"Oryza sativa Indica Group (long-grained rice)","NA","PC07578-Seq.200_Diff"
"1880",NA,"Other","NA","PC07578-Seq.200_Diff"
"1881",NA,"Oxalobacter","NA","PC07578-Seq.200_Diff"
"1882",NA,"Parasutterella","NA","PC07578-Seq.200_Diff"
"1883",NA,"Phascolarctobacterium","NA","PC07578-Seq.200_Diff"
"1884",NA,"Porphyromonas","NA","PC07578-Seq.200_Diff"
"1885",NA,"Raoultella","NA","PC07578-Seq.200_Diff"
"1886",NA,"Roseburia","NA","PC07578-Seq.200_Diff"
"1887",NA,"Ruminiclostridium","NA","PC07578-Seq.200_Diff"
"1888",NA,"Ruminiclostridium 5","NA","PC07578-Seq.200_Diff"
"1889",NA,"Ruminiclostridium 9","NA","PC07578-Seq.200_Diff"
"1890",NA,"Ruminococcaceae NK4A214 group","NA","PC07578-Seq.200_Diff"
"1891",NA,"Ruminococcaceae UCG-002","NA","PC07578-Seq.200_Diff"
"1892",NA,"Ruminococcaceae UCG-003","NA","PC07578-Seq.200_Diff"
"1893",NA,"Ruminococcaceae UCG-004","NA","PC07578-Seq.200_Diff"
"1894",NA,"Ruminococcaceae UCG-005","NA","PC07578-Seq.200_Diff"
"1895",NA,"Ruminococcaceae UCG-013","NA","PC07578-Seq.200_Diff"
"1896",NA,"Ruminococcaceae UCG-014","NA","PC07578-Seq.200_Diff"
"1897",NA,"Ruminococcus 1","NA","PC07578-Seq.200_Diff"
"1898",NA,"Ruminococcus 2","NA","PC07578-Seq.200_Diff"
