,Genus,value,Plate,Type
2282,Leptotrichia,NA,PC07578,Seq.200
2283,Leuconostoc,NA,PC07578,Seq.200
2284,Lysobacter,NA,PC07578,Seq.200
2285,Marvinbryantia,NA,PC07578,Seq.200
2286,Massilia,NA,PC07578,Seq.200
2287,Megasphaera,NA,PC07578,Seq.200
2288,Methylobacterium,NA,PC07578,Seq.200
2289,Mogibacterium,NA,PC07578,Seq.200
2290,Moraxella,NA,PC07578,Seq.200
2291,Mycobacterium,NA,PC07578,Seq.200
2292,Nevskia,NA,PC07578,Seq.200
2293,Nocardioides,NA,PC07578,Seq.200
2294,Nosocomiicoccus,NA,PC07578,Seq.200
2295,Odoribacter,NA,PC07578,Seq.200
2296,Oribacterium,NA,PC07578,Seq.200
2297,Oscillibacter,NA,PC07578,Seq.200
2298,Oscillospira,NA,PC07578,Seq.200
2299,Other,NA,PC07578,Seq.200
2300,Papillibacter,NA,PC07578,Seq.200
2301,Paracoccus,NA,PC07578,Seq.200
2302,Parasutterella,NA,PC07578,Seq.200
2303,Pedobacter,NA,PC07578,Seq.200
2304,Peptoniphilus,NA,PC07578,Seq.200
2305,Phascolarctobacterium,NA,PC07578,Seq.200
2306,Phenylobacterium,NA,PC07578,Seq.200
2307,Porphyromonas,NA,PC07578,Seq.200
2308,Prevotella,NA,PC07578,Seq.200
2309,Pseudobutyrivibrio,NA,PC07578,Seq.200
2310,Rhizobium,NA,PC07578,Seq.200
2311,Roseburia,NA,PC07578,Seq.200
2312,Rothia,NA,PC07578,Seq.200
2313,Rubellimicrobium,NA,PC07578,Seq.200
2314,Ruminococcus,NA,PC07578,Seq.200
2315,Salinarimonas,NA,PC07578,Seq.200
2316,Scardovia,NA,PC07578,Seq.200
2317,Sediminibacterium,NA,PC07578,Seq.200
2318,Solobacterium,NA,PC07578,Seq.200
2319,Sphingomonas,NA,PC07578,Seq.200
2320,Stomatobaculum,NA,PC07578,Seq.200
2321,Succiniclasticum,NA,PC07578,Seq.200
2322,Sutterella,NA,PC07578,Seq.200
2323,Synergistes,NA,PC07578,Seq.200
2324,Thalassospira,NA,PC07578,Seq.200
2325,Treponema,NA,PC07578,Seq.200
2326,Turicibacter,NA,PC07578,Seq.200
2327,uncultured,NA,PC07578,Seq.200
2328,Veillonella,NA,PC07578,Seq.200
2329,Weissella,NA,PC07578,Seq.200
2330,Acinetobacter,NA,PC07578,Seq.2000
2331,Actinomyces,NA,PC07578,Seq.2000
2332,Alistipes,NA,PC07578,Seq.2000
2333,Anaerostipes,NA,PC07578,Seq.2000
2334,Bacillus,18.59829351,PC07578,Seq.2000
2335,Bacteroides,NA,PC07578,Seq.2000
2336,Bifidobacterium,NA,PC07578,Seq.2000
2337,Bilophila,NA,PC07578,Seq.2000
2338,Clostridium,NA,PC07578,Seq.2000
2339,Lachnoclostridium,NA,PC07578,Seq.2000
2340,Collinsella,NA,PC07578,Seq.2000
2341,Coprobacillus,NA,PC07578,Seq.2000
2342,Cryptococcus,NA,PC07578,Seq.2000
2343,Deinococcus,NA,PC07578,Seq.2000
2344,Enterococcus,-5.034860692,PC07578,Seq.2000
2345,Escherichia-Shigella,-40.22176295,PC07578,Seq.2000
2346,Fusobacterium,NA,PC07578,Seq.2000
2347,Helicobacter,NA,PC07578,Seq.2000
2348,Lactobacillus,-20.59353539,PC07578,Seq.2000
2349,Listeria,35.71428571,PC07578,Seq.2000
2350,Neisseria,NA,PC07578,Seq.2000
2351,Paenibacillus,NA,PC07578,Seq.2000
2352,Parabacteroides,NA,PC07578,Seq.2000
2353,Pediococcus,NA,PC07578,Seq.2000
2354,Porphyromonadaceae,NA,PC07578,Seq.2000
2355,Propionibacterium,NA,PC07578,Seq.2000
2356,Pseudomonas,-100,PC07578,Seq.2000
2357,Pyramidobacter,NA,PC07578,Seq.2000
2358,Ralstonia,NA,PC07578,Seq.2000
2359,Rhodobacter,NA,PC07578,Seq.2000
2360,Saccharomyces,NA,PC07578,Seq.2000
2361,Salmonella,NA,PC07578,Seq.2000
2362,Staphylococcus,76.88509345,PC07578,Seq.2000
2363,Streptococcus,NA,PC07578,Seq.2000
2364,Subdoligranulum,NA,PC07578,Seq.2000
2365,Abiotrophia,NA,PC07578,Seq.2000
2366,Acetanaerobacterium,NA,PC07578,Seq.2000
2367,Acidaminococcus,NA,PC07578,Seq.2000
2368,Actinobacillus,NA,PC07578,Seq.2000
2369,Adlercreutzia,NA,PC07578,Seq.2000
2370,Akkermansia,NA,PC07578,Seq.2000
2371,Alcaligenes,NA,PC07578,Seq.2000
2372,Alkanindiges,NA,PC07578,Seq.2000
2373,Alloprevotella,NA,PC07578,Seq.2000
2374,Anaerococcus,NA,PC07578,Seq.2000
2375,Anaerofilum,NA,PC07578,Seq.2000
2376,Anaerofustis,NA,PC07578,Seq.2000
2377,Anaeromyxobacter,NA,PC07578,Seq.2000
2378,Anaerosporobacter,NA,PC07578,Seq.2000
2379,Anaerotruncus,NA,PC07578,Seq.2000
2380,Arthrobacter,NA,PC07578,Seq.2000
2381,Atopobium,NA,PC07578,Seq.2000
2382,Azospirillum,NA,PC07578,Seq.2000
2383,Basidiomycota,NA,PC07578,Seq.2000
2384,Bergeyella,NA,PC07578,Seq.2000
2385,Blautia,NA,PC07578,Seq.2000
2386,Bradyrhizobium,NA,PC07578,Seq.2000
2387,Brevundimonas,NA,PC07578,Seq.2000
2388,Bryobacter,NA,PC07578,Seq.2000
2389,Butyricimonas,NA,PC07578,Seq.2000
2390,Campylobacter,NA,PC07578,Seq.2000
2391,Candidatus Planktophila,NA,PC07578,Seq.2000
2392,Capnocytophaga,NA,PC07578,Seq.2000
2393,Christensenella,NA,PC07578,Seq.2000
2394,Clostridium sensu stricto 1,NA,PC07578,Seq.2000
2395,Coprococcus,NA,PC07578,Seq.2000
2396,Corynebacterium,NA,PC07578,Seq.2000
2397,Desulfovibrio,NA,PC07578,Seq.2000
2398,Devosia,NA,PC07578,Seq.2000
2399,Dialister,NA,PC07578,Seq.2000
2400,Dolosigranulum,NA,PC07578,Seq.2000
2401,Dorea,NA,PC07578,Seq.2000
2402,Eggerthella,NA,PC07578,Seq.2000
2403,Eggerthia,NA,PC07578,Seq.2000
2404,Enterorhabdus,NA,PC07578,Seq.2000
2405,Faecalibacterium,NA,PC07578,Seq.2000
2406,Finegoldia,NA,PC07578,Seq.2000
2407,Flavonifractor,NA,PC07578,Seq.2000
2408,Gemella,NA,PC07578,Seq.2000
2409,Gordonibacter,NA,PC07578,Seq.2000
2410,Granulicatella,NA,PC07578,Seq.2000
2411,Haemophilus,NA,PC07578,Seq.2000
2412,Holdemania,NA,PC07578,Seq.2000
2413,Incertae Sedis,NA,PC07578,Seq.2000
2414,Intestinimonas,NA,PC07578,Seq.2000
2415,Lachnoanaerobaculum,NA,PC07578,Seq.2000
2416,Lachnospira,NA,PC07578,Seq.2000
2417,Lactococcus,NA,PC07578,Seq.2000
2418,Lautropia,NA,PC07578,Seq.2000
2419,Leptotrichia,NA,PC07578,Seq.2000
2420,Leuconostoc,NA,PC07578,Seq.2000
2421,Lysobacter,NA,PC07578,Seq.2000
2422,Marvinbryantia,NA,PC07578,Seq.2000
2423,Massilia,NA,PC07578,Seq.2000
2424,Megasphaera,NA,PC07578,Seq.2000
2425,Methylobacterium,NA,PC07578,Seq.2000
2426,Mogibacterium,NA,PC07578,Seq.2000
2427,Moraxella,NA,PC07578,Seq.2000
2428,Mycobacterium,NA,PC07578,Seq.2000
2429,Nevskia,NA,PC07578,Seq.2000
2430,Nocardioides,NA,PC07578,Seq.2000
2431,Nosocomiicoccus,NA,PC07578,Seq.2000
2432,Odoribacter,NA,PC07578,Seq.2000
2433,Oribacterium,NA,PC07578,Seq.2000
2434,Oscillibacter,NA,PC07578,Seq.2000
2435,Oscillospira,NA,PC07578,Seq.2000
2436,Other,NA,PC07578,Seq.2000
2437,Papillibacter,NA,PC07578,Seq.2000
2438,Paracoccus,NA,PC07578,Seq.2000
2439,Parasutterella,NA,PC07578,Seq.2000
2440,Pedobacter,NA,PC07578,Seq.2000
2441,Peptoniphilus,NA,PC07578,Seq.2000
2442,Phascolarctobacterium,NA,PC07578,Seq.2000
2443,Phenylobacterium,NA,PC07578,Seq.2000
2444,Porphyromonas,NA,PC07578,Seq.2000
2445,Prevotella,NA,PC07578,Seq.2000
2446,Pseudobutyrivibrio,NA,PC07578,Seq.2000
2447,Rhizobium,NA,PC07578,Seq.2000
2448,Roseburia,NA,PC07578,Seq.2000
2449,Rothia,NA,PC07578,Seq.2000
2450,Rubellimicrobium,NA,PC07578,Seq.2000
2451,Ruminococcus,NA,PC07578,Seq.2000
2452,Salinarimonas,NA,PC07578,Seq.2000
2453,Scardovia,NA,PC07578,Seq.2000
2454,Sediminibacterium,NA,PC07578,Seq.2000
2455,Solobacterium,NA,PC07578,Seq.2000
2456,Sphingomonas,NA,PC07578,Seq.2000
2457,Stomatobaculum,NA,PC07578,Seq.2000
2458,Succiniclasticum,NA,PC07578,Seq.2000
2459,Sutterella,NA,PC07578,Seq.2000
2460,Synergistes,NA,PC07578,Seq.2000
2461,Thalassospira,NA,PC07578,Seq.2000
2462,Treponema,NA,PC07578,Seq.2000
2463,Turicibacter,NA,PC07578,Seq.2000
2464,uncultured,NA,PC07578,Seq.2000
2465,Veillonella,NA,PC07578,Seq.2000
2466,Weissella,NA,PC07578,Seq.2000
